ID,TargetF1,TargetRAUC
ID_E760D84B,0,0.4942400979834908
ID_6EDEA907,1,0.6813003064461056
ID_B9FFC8D8,1,0.6101060414103114
ID_74C6C94E,0,0.39634602544672715
ID_0E02825D,1,0.8133127532096162
ID_DA1C6468,1,0.7040530309684325
ID_82EBD610,0,0.5563771780243687
ID_791C412A,1,0.9389758429883363
ID_8FB9365C,1,0.7761518952753346
ID_724491A7,1,0.5713954257068483
ID_95C83AE3,1,0.6650818748361135
ID_6650ABA4,1,0.9060176440223435
ID_92412BFC,1,0.9405863818485285
ID_257F4327,1,0.9391582798356631
ID_CD7A50F0,1,0.9207321792967194
ID_8A80F1B6,1,0.9112757307268035
ID_90DB7797,1,0.9001058522791244
ID_4FF46045,1,0.7508662337013705
ID_33E6AFA0,0,0.39376173917776136
ID_FF308DAB,1,0.7382272487714434
ID_E6335ACF,1,0.909984833938656
ID_00A5C192,1,0.9417966708566307
ID_C644EA64,1,0.821190949418587
ID_B922D5B3,1,0.7438875537948026
ID_4922E479,1,0.7250977688743944
ID_1B6F3B46,1,0.9117056228567026
ID_1E3C23E7,1,0.9195602540434665
ID_C9E61B00,1,0.928529855402398
ID_3A4C3214,1,0.946528854331423
ID_B70DC075,1,0.9473360190004493
ID_37FEC45E,1,0.948415104183322
ID_04E5F26F,1,0.9511799255238109
ID_CED509CF,1,0.9452882013135874
ID_DCD98292,1,0.7638640476616342
ID_FEFAA255,1,0.773478290802334
ID_1C24DA16,1,0.9147796880850013
ID_0FB18B11,1,0.9458998642892205
ID_EB1ED24C,1,0.9403867674071598
ID_E987B903,0,0.5593406790822769
ID_F1BC780A,1,0.9482510508242729
ID_BA6C0C58,1,0.9256999597321058
ID_A7CB9837,0,0.48201347381884097
ID_5FCD1EA3,0,0.34977718975089966
ID_81A71445,1,0.9191589025927708
ID_667AEDE0,0,0.43243086015646853
ID_2321FB97,1,0.9206780130633718
ID_4738ABDA,1,0.9400695853547631
ID_6DF23A45,0,0.411866274999166
ID_5033C878,1,0.9351955106137615
ID_64691B48,0,0.31805210868652833
ID_B7A3CC04,0,0.4621155774361342
ID_B2F4942A,0,0.4275197784053467
ID_4DA54BA7,0,0.5013340014004033
ID_37CDF050,0,0.3508712653552321
ID_BF308F64,0,0.42625574383392295
ID_23C954B8,1,0.6776942881256793
ID_2CAB42BB,0,0.4493153441505974
ID_28FC36FB,0,0.3372436307848825
ID_E9FB2EE0,0,0.40754143254917563
ID_40E0E560,0,0.47782364549904
ID_6390D5E3,1,0.6104823511466251
ID_14816EA6,0,0.4641362153045661
ID_0BA591EF,0,0.44413681623576995
ID_3FE2AD00,1,0.7586282841255291
ID_ECE8827F,1,0.9443092970988507
ID_E8447477,1,0.9476220808057448
ID_FC0EEFB3,1,0.6242323821295991
ID_C04F966D,1,0.5912225090726114
ID_8A1BB4B5,1,0.8949125934136362
ID_8F7535A8,1,0.9448959041421021
ID_F0E81248,1,0.5944878961994782
ID_BEE12475,1,0.9464113541668617
ID_3C31D099,1,0.945583399023962
ID_9251B100,1,0.9282709565187175
ID_9B7CB467,1,0.9361941349870702
ID_1361BD75,0,0.47745883750191315
ID_794D8957,1,0.9367070393696498
ID_DFEC4687,1,0.9451315275564355
ID_2942441F,1,0.941034141462203
ID_A0D3A8EC,1,0.937788920808559
ID_4B2DB0F9,0,0.49193169013539956
ID_D84255BD,1,0.6716489759961913
ID_6AAEAE8D,1,0.9450717243658027
ID_85FA5EED,1,0.691769852436504
ID_8AEFEADB,1,0.9422104649153255
ID_019770DF,1,0.9417856645764524
ID_993EA802,0,0.50307388148874
ID_84316E57,1,0.9350580612031192
ID_B05DFB77,1,0.9414312316783036
ID_8DF97D0F,1,0.9415118748576381
ID_7E9F2BAA,0,0.440480029976133
ID_68029D80,1,0.9398446221703713
ID_85B6C676,0,0.4647808136133278
ID_DF32D72E,1,0.7466886619296597
ID_471C11AC,1,0.9284717971436873
ID_4C672D7E,1,0.6772062481735861
ID_2B9DF127,1,0.9433390856285734
ID_1F7E202E,1,0.9413990861871513
ID_EEFE9B75,1,0.9181863958342079
ID_D12EA07C,0,0.2962284286817579
ID_88FCF4B6,1,0.928278212483211
ID_6E5C17E5,1,0.931191026301565
ID_F59245FC,1,0.9415164457764392
ID_0562A431,0,0.4945857924647158
ID_56C774E2,1,0.9378986152197243
ID_C640170D,1,0.9405514409576425
ID_A2C7F38C,1,0.9418152765865162
ID_032EDDF5,1,0.646175136180465
ID_3DAA458C,1,0.9289325791406872
ID_9435A135,1,0.8938052079404273
ID_532CCEE8,1,0.9483885019185213
ID_AA78D0D0,1,0.9486318247773511
ID_02E167CB,1,0.9494921103800993
ID_B366A33F,1,0.9480683223333031
ID_3C0F4D77,1,0.9241905142428688
ID_96239BA8,1,0.9196587443348714
ID_AF250671,1,0.953794241660147
ID_7FA74CD1,1,0.951624874590227
ID_7FF7F248,1,0.6145687585570669
ID_F128076E,1,0.9449763170477958
ID_F6CE2E6C,1,0.9420692713222886
ID_CD783113,1,0.9486510394581918
ID_401F6ED7,1,0.942950361469655
ID_051CB1D1,1,0.9421765192955913
ID_4E257780,0,0.3875874603729972
ID_32418073,1,0.9499309008596067
ID_D45A4EFA,0,0.5562467622783471
ID_962FAE12,1,0.755169232357833
ID_6926B74B,1,0.9341957184149894
ID_874FD745,1,0.8668194495375573
ID_FE70B6E0,0,0.5191465504612096
ID_8F1B3020,0,0.42669372552591533
ID_BE933B4B,1,0.9200881076725717
ID_1D341F7C,1,0.9361121492556489
ID_5F4441FC,1,0.5961338257618214
ID_877F9101,1,0.9368409029571503
ID_4B0D8A92,1,0.6776349769025549
ID_E8F4B53D,1,0.8691307316972922
ID_3ADC768C,0,0.4513343151409597
ID_90EA271F,1,0.9365005183760609
ID_5537F205,1,0.635606985891708
ID_0772B55B,0,0.44652140626299164
ID_76953BF3,1,0.6268900186472096
ID_DB7EA21E,0,0.5333554360354458
ID_371647D8,1,0.5938328086238511
ID_719B8D99,0,0.5511709365235259
ID_A9C9D49D,0,0.4932802022703464
ID_199BF069,1,0.7262492353448228
ID_72A59036,0,0.3366506242752247
ID_4B36C7FA,1,0.9283881467840117
ID_70F36923,0,0.257979822217426
ID_3F5AD800,0,0.48617373963042043
ID_6C598A9B,0,0.3992743817565695
ID_7E71F6C6,1,0.5961854306523209
ID_EB7B1BD7,1,0.9376986683025881
ID_B8433149,1,0.6438742430409549
ID_65400720,1,0.7722186442669906
ID_F7F14A13,1,0.9390944210196214
ID_46F83BA8,0,0.5318085723615009
ID_61AAA409,1,0.9336131057828573
ID_4B3075F5,1,0.9401098530433573
ID_6E2E13F5,1,0.5869055168144557
ID_EE74BE9C,0,0.5441174997491371
ID_2F932C81,1,0.8681764960813991
ID_B7A07307,0,0.5486633293506331
ID_3A6CEA33,1,0.9338129095126926
ID_26D068A6,1,0.9365145892376382
ID_62D6E61B,1,0.9376936292525115
ID_8333AF2A,1,0.9383938466509396
ID_EF55E066,1,0.5622698247371549
ID_E46278DA,1,0.9371543675323081
ID_5567010E,1,0.9351954550014178
ID_682474AC,1,0.9292461316478877
ID_F97320F6,1,0.9363673197182565
ID_1C986462,1,0.9363023974229719
ID_27318359,1,0.939802942258958
ID_222270DC,1,0.9409657828215094
ID_52DEE93A,1,0.5717230691738316
ID_5FBD00D7,1,0.612225736453775
ID_9C9B5558,1,0.9402858286847453
ID_532A51AC,1,0.6587471365968733
ID_97B1AD5B,1,0.5640874690401486
ID_056ADE94,1,0.5872505329952996
ID_FBAA0AD5,1,0.6708649909511611
ID_2361B215,1,0.916165403445843
ID_AE60B971,1,0.7149964889783421
ID_0DA0353F,1,0.937204852218626
ID_5C28F7B4,1,0.9284290658060661
ID_9E57007E,1,0.9306239711402924
ID_B5E06820,1,0.6255401465298244
ID_70A6F678,1,0.7076163632714898
ID_3EEFB9A3,1,0.9280676150566235
ID_E1AF8A93,1,0.9363595216297177
ID_7EB7C52F,0,0.5445661575069238
ID_5725278D,1,0.8289815309113538
ID_A684C083,1,0.9438115193163281
ID_CFF6D4D0,1,0.6367046929385085
ID_EA510978,1,0.9458197833531016
ID_109BC4B4,1,0.9412040635770151
ID_B841EDCE,1,0.7292170497988995
ID_990D7AA6,1,0.948757170713382
ID_D38EE3ED,1,0.8907357115479099
ID_FBA0B573,1,0.5665393195375668
ID_13B4C990,1,0.5629540280350944
ID_9CAB28AC,1,0.889281911113776
ID_123A6C18,1,0.9358949572990722
ID_93C780E9,1,0.9334788281968932
ID_18B398CF,1,0.9150977685929175
ID_F41DBBC5,1,0.9343264922004214
ID_A6E2BDB2,1,0.9372967230560219
ID_1746BF7E,1,0.9354906493788864
ID_9EEC3A93,1,0.9339907255149706
ID_1E192E61,1,0.619702700249885
ID_5AC55F7F,1,0.9294901903959598
ID_9D362AC5,1,0.650103901164235
ID_1275E770,1,0.9411048972031093
ID_F43E568D,1,0.943591683072662
ID_E7DB224A,1,0.9445286389415507
ID_713D4B6F,1,0.9445867084724653
ID_42C9E95A,1,0.929267487890173
ID_14555504,1,0.9153124217652719
ID_FAB43532,1,0.9368606255373189
